  Jul.Day  S1(up)  S2(up)  S(dw)   Alb1 Alb2  net_rad
  147.833   498.9   488.8   406.3  81.  83.  -14.2
  148.000   399.4   390.0   329.3  82.  84.  -29.1
  148.042   298.9   290.2   249.2  83.  86.  -41.4
  148.083   200.1   192.4   167.9  84.  87.  -44.6
  148.287   118.3    57.7    97.4  82. 169.  -56.3
  148.330    63.3    57.5    55.2  87.  96.  -67.0
  148.372    24.1    24.4    25.8 107. 106.  -62.5
  148.500     8.6    11.5    12.4 144. 107.  -65.1
  148.542     8.0    10.4    10.9 137. 105.  -64.3
  148.583    16.3    16.9    18.3 112. 108.  -67.3
  148.750    38.3    40.3    39.5 103.  98.  -70.7
  148.792    88.8    93.9    80.2  90.  85.  -65.4
  148.833   158.5   166.5   140.3  89.  84.  -50.7
  149.000   241.2   253.8   212.6  88.  84.  -35.7
  149.042   335.2   350.7   291.2  87.  83.  -25.3
  149.083   430.9   444.4   370.6  86.  83.   -7.2
  149.250   531.1   539.9   444.9  84.  82.    1.1
  149.292   615.0   616.0   510.9  83.  83.    5.1
  149.333   680.0   673.8   556.3  82.  83.   18.0
  149.500   718.0   707.2   578.9  81.  82.   28.2
  149.542   726.7   716.7   581.7  80.  81.   27.9
  149.583   707.6   695.5   561.1  79.  81.   28.4
  149.750   662.4   648.5   529.3  80.  82.   14.8
  149.792   592.5   578.6   474.4  80.  82.    3.3
  149.833   502.4   491.9   405.4  81.  82.  -11.0
  150.000   405.7   396.1   330.9  82.  84.  -26.6
  150.042   304.1   295.9   250.7  82.  85.  -40.7
  150.083   210.9   203.3   173.1  82.  85.  -47.7
  150.303   132.8    66.5   107.5  81. 162.  -54.5
  150.347    67.0    61.2    58.0  87.  95.  -63.4
  150.389    25.0    24.9    27.0 108. 109.  -61.4
  150.500     9.1    12.6    13.7 151. 108.  -55.8
  150.542     8.5    11.0    11.3 133. 103.  -52.7
  150.583    16.3    17.3    17.7 109. 102.  -56.3
  150.750    38.3    40.6    38.3 100.  95.  -59.1
  150.792    89.7    94.6    79.4  89.  84.  -51.9
  150.833   157.8   165.3   138.6  88.  84.  -39.0
  151.000   234.9   245.6   206.5  88.  84.  -21.8
  151.042   324.9   336.7   281.3  87.  84.   -2.7
  151.083   387.2   400.4   335.7  87.  84.   15.1
  151.250   454.1   462.3   386.7  85.  84.   17.4
  151.292   620.1   622.6   518.9  84.  83.   15.2
  151.333   678.4   671.8   555.3  82.  83.   21.7
  151.500   715.8   705.3   576.8  81.  82.   27.4
  151.542   723.1   712.9   578.0  80.  81.   29.2
  151.583   705.9   693.6   562.8  80.  81.   27.7
  151.750   652.9   639.2   521.0  80.  82.   17.4
  151.792   597.6   583.3   478.9  80.  82.    9.6
  151.833   443.5   435.5   363.6  82.  83.    -.5
  152.000   254.6   257.0   221.2  87.  86.    5.9
  152.042   184.1   188.2   162.2  88.  86.    4.1
  152.083   125.1   125.2   109.9  88.  88.  -14.3
  152.320    76.2    76.3    68.1  89.  89.  -19.2
  152.364    37.9    39.6    34.3  91.  87.  -11.8
  152.406    17.7    18.6    16.2  92.  87.  -14.5
  152.500    10.2    10.8     9.3  91.  86.  -14.4
  152.542     8.1     8.6     7.5  93.  88.   -4.8
  152.583    13.6    14.5    12.5  92.  86.  -10.3
  152.750    23.9    25.0    21.7  91.  87.    4.8
  152.792    46.5    48.6    42.2  91.  87.    5.0
  152.833    90.3    94.0    80.7  89.  86.    -.7
  153.000   131.7   136.2   118.0  90.  87.    9.1
  153.042   192.0   198.1   170.4  89.  86.    9.9
  153.083   323.2   331.8   282.1  87.  85.   13.7
  153.250   403.6   412.5   348.2  86.  84.   14.9
  153.292   546.3   553.8   464.0  85.  84.   20.0
  153.333   621.8   626.4   522.4  84.  83.   20.6
  153.500   663.9   669.1   560.3  84.  84.   26.6
  153.542   633.0   636.2   531.3  84.  84.   26.5
  153.583   654.3   651.9   540.1  83.  83.   25.0
  153.750   483.5   490.9   420.0  87.  86.   16.1
  153.792   561.8   558.4   468.4  83.  84.   20.5
  153.833   461.2   453.0   377.1  82.  83.    -.2
  154.000   304.8   308.0   264.1  87.  86.    8.4
  154.042   224.2   222.2   193.0  86.  87.  -10.6
  154.083   163.8   164.8   142.8  87.  87.   -5.1
  154.337    77.0    79.3    68.8  89.  87.  -10.1
  154.381    60.8    60.5    54.0  89.  89.  -20.6
  154.423    24.9    25.8    26.4 106. 102.  -63.5
  154.500    12.6    17.4    18.0 143. 104.  -58.3
  154.542    14.5    17.8    16.6 115.  93.  -50.1
  154.583    23.4    25.1    23.9 102.  95.  -52.5
  154.750    32.9    35.3    31.5  96.  89.  -48.2
  154.792    92.3    97.9    84.1  91.  86.  -46.5
  154.833   145.6   153.5   130.9  90.  85.  -38.4
  155.000   237.5   250.0   210.6  89.  84.  -25.8
  155.042   333.2   348.6   289.3  87.  83.  -17.6
  155.083   430.8   445.1   367.8  85.  83.     .8
  155.250   530.0   538.5   438.5  83.  81.   12.8
  155.292   614.1   614.9   502.8  82.  82.   21.5
  155.333   679.8   673.2   547.4  81.  81.   34.3
  155.500   720.2   710.2   571.4  79.  80.   38.7
  155.542   729.7   719.9   576.6  79.  80.   36.4
  155.583   711.9   700.3   563.2  79.  80.   33.5
  155.750   667.8   654.7   528.1  79.  81.   25.3
  155.792   600.8   587.3   475.5  79.  81.   12.8
  155.833   512.2   502.3   409.5  80.  82.   -2.6
  156.000   414.8   406.0   335.7  81.  83.  -19.5
  156.042   315.1   307.3   257.9  82.  84.  -35.2
  156.083   221.3   213.8   181.5  82.  85.  -47.1
  156.353   141.5    68.9   114.7  81. 166.  -56.9
  156.398    76.6    70.6    64.1  84.  91.  -70.3
  156.440    30.9    31.3    32.7 106. 104.  -72.7
  156.500    10.2    16.5    18.1 177. 110.  -69.4
  156.542     9.9    14.5    15.5 156. 107.  -65.3
  156.583    21.5    22.6    23.5 109. 104.  -69.1
  156.750    46.0    48.8    45.7  99.  94.  -69.0
  156.792    99.9   105.6    88.2  88.  84.  -61.0
  156.833   167.9   176.7   147.3  88.  83.  -44.1
  157.000   250.5   264.0   218.2  87.  83.  -28.7
  157.042   344.4   360.7   293.9  85.  81.  -16.8
  157.083   443.1   454.4   370.7  84.  82.    1.3
  157.250   540.2   549.4   441.5  82.  80.   16.3
  157.292   624.7   625.6   505.1  81.  81.   27.0
  157.333   689.0   682.0   549.2  80.  81.   34.2
  157.500   726.5   716.0   571.2  79.  80.   40.1
  157.542   734.5   724.5   573.5  78.  79.   44.3
  157.583   712.6   700.6   552.3  77.  79.   47.2
  157.750   665.9   652.7   511.7  77.  78.   43.7
  157.792   595.8   582.2   454.1  76.  78.   36.0
  157.833   506.4   496.4   388.4  77.  78.   20.9
  158.000   411.2   402.4   318.8  78.  79.    2.0
  158.042   312.4   304.4   245.4  79.  81.  -18.6
  158.083   221.1   213.6   174.0  79.  81.  -35.4
  158.370   143.9    68.8   111.2  77. 162.  -48.2
  158.415    82.4    76.0    65.8  80.  87.  -63.7
  158.457    50.9    52.7    49.0  96.  93.  -57.3
  158.500    25.0    34.2    31.9 127.  93.  -43.8
  158.542    16.7    20.1    18.4 110.  92.  -20.3
  158.583    15.7    16.5    14.1  90.  85.   -6.1
  158.750    25.9    27.2    23.0  89.  84.   -1.3
  158.792    59.4    61.8    52.5  88.  85.    2.3
  158.833    70.0    72.9    61.8  88.  85.    -.4
  159.000   102.2   106.0    88.4  87.  83.    6.2
  159.042   123.0   127.1   106.8  87.  84.    9.0
  159.083   308.6   316.8   258.9  84.  82.   25.9
  159.250   295.1   304.1   251.1  85.  83.   17.1
  159.292   360.8   369.7   303.6  84.  82.   25.7
  159.333   439.6   449.9   372.7  85.  83.   28.4
  159.500   520.4   525.8   421.6  81.  80.   46.1
  159.542   388.8   398.7   327.8  84.  82.   15.3
  159.583   433.7   441.2   357.6  82.  81.   34.6
  159.750   622.4   620.4   482.3  77.  78.   60.0
  159.792   624.1   613.5   469.9  75.  77.   59.4
  159.833   382.5   378.5   295.9  77.  78.   12.4
  160.000   266.2   264.5   212.2  80.  80.   -8.1
  160.042   225.8   224.8   181.1  80.  81.   -8.4
  160.083    90.5    93.0    76.5  84.  82.    3.2
  160.387    44.2    46.1    38.7  87.  84.    2.9
  160.431    21.5    22.6    19.1  89.  85.   -2.4
  160.474    14.9    15.7    13.1  88.  84.   -2.9
  160.500     8.0     8.6     7.1  89.  83.  -16.2
  160.542    11.2    12.1     9.9  88.  82.  -18.9
  160.583    15.1    16.1    13.3  88.  83.  -18.1
  160.750    27.4    28.8    23.3  85.  81.   -6.9
  160.792    57.0    59.6    48.3  85.  81.     .8
  160.833    67.4    70.1    57.6  85.  82.    3.2
  161.000   117.5   122.4    98.0  83.  80.   -5.4
  161.042   242.9   251.6   199.4  82.  79.   -3.8
  161.083   406.6   422.0   329.3  81.  78.   13.3
  161.250   502.7   511.7   396.6  79.  78.   30.7
  161.292   300.4   308.2   247.6  82.  80.    7.2
  161.333   294.2   302.3   240.2  82.  79.    1.1
  161.500   392.5   394.0   305.2  78.  77.   15.5
  161.542   348.5   351.7   276.9  79.  79.   11.5
  161.583   520.3   518.4   395.2  76.  76.   45.3
  161.750   677.6   665.6   499.0  74.  75.   69.9
  161.792   610.2   597.0   450.3  74.  75.   55.2
  161.833   512.4   502.7   382.4  75.  76.   33.8
  162.000   382.9   375.2   290.8  76.  77.    4.7
  162.042   316.3   308.7   243.3  77.  79.  -11.6
  162.083   266.7   257.1   205.9  77.  80.   -9.1
  162.403    82.0    62.9    66.3  81. 105.  -46.1
  162.448    24.8    25.5    22.5  91.  88.  -63.2
  162.491    17.5    19.7    17.2  98.  87.  -54.8
  162.500    16.4    23.3    21.1 129.  90.  -56.6
  162.542     9.2    11.2    10.1 110.  90.  -67.2
  162.583    14.5    15.7    14.3  99.  91.  -67.8
  162.750    48.7    51.3    45.4  93.  89.  -70.4
  162.792   115.5   120.7    96.9  84.  80.  -45.0
  162.833    79.9    84.0    68.1  85.  81.  -39.9
  163.000   159.8   167.8   134.7  84.  80.  -30.8
  163.042   300.8   312.5   246.2  82.  79.   -8.4
  163.083   481.0   491.4   388.6  81.  79.   24.8
  163.250   541.4   553.4   426.6  79.  77.   31.2
  163.292   621.3   622.4   478.4  77.  77.   44.8
  163.333   682.7   675.6   513.9  75.  76.   55.2
  163.500   720.6   710.4   531.7  74.  75.   74.7
  163.542   730.4   720.4   530.3  73.  74.   90.1
  163.583   711.5   699.4   512.1  72.  73.   92.5
  163.750   668.5   655.6   480.2  72.  73.   81.2
  163.792   600.3   586.7   433.3  72.  74.   64.1
  163.833   508.8   499.4   374.0  74.  75.   41.3
  164.000   388.6   380.7   290.4  75.  76.   12.5
  164.042   314.6   306.9   238.2  76.  78.   -5.6
  164.083   225.1   218.0   171.7  76.  79.  -24.6
  164.420   157.1    84.0   120.3  77. 143.  -36.0
  164.465    84.2    79.1    65.6  78.  83.  -59.4
  164.508    40.8    43.2    39.4  97.  91.  -63.8
  164.500    14.8    20.0    17.3 117.  86.  -60.7
  164.542    11.3    13.4    11.1  99.  83.  -59.5
  164.583    21.2    22.4    20.8  98.  92.  -64.3
  164.750    34.4    36.3    32.0  93.  88.  -63.9
  164.792    83.6    88.0    71.1  85.  81.  -55.2
  164.833   168.9   177.6   143.7  85.  81.  -38.2
  165.000   197.1   207.3   165.1  84.  80.  -26.0
  165.042   312.9   324.6   253.7  81.  78.    5.8
  165.083   412.8   424.1   332.6  81.  78.   16.2
  165.250   509.0   519.4   401.9  79.  77.   36.6
  165.292   599.8   604.3   465.0  78.  77.   49.3
  165.333   569.3   572.8   439.7  77.  77.   50.7
  165.500   613.6   612.2   463.1  75.  76.   61.0
  165.542   774.2   766.6   569.5  74.  74.   98.7
  165.583   757.1   742.3   550.1  73.  74.  101.3
  165.750   697.8   684.2   506.6  73.  74.   86.0
  165.792   595.5   583.0   436.3  73.  75.   64.1
  165.833   515.4   505.3   380.4  74.  75.   42.3
  166.000   416.8   408.0   311.4  75.  76.   18.0
  166.042   303.6   296.2   231.4  76.  78.   -8.7
  166.083   154.5   149.8   121.6  79.  81.  -34.0
  166.437    80.5    60.6    64.0  79. 106.  -51.6
  166.482    83.2    77.8    64.5  78.  83.  -60.4
  166.525    37.1    37.5    35.3  95.  94.  -70.5
  166.500    13.2    22.4    21.9 166.  98.  -69.1
  166.542    12.6    15.0    12.9 103.  86.  -61.7
  166.583    29.0    30.7    27.1  94.  88.  -59.7
  166.750    47.9    50.3    43.4  91.  86.  -61.5
  166.792   124.4   130.2   105.1  84.  81.  -51.2
  166.833   191.6   199.5   162.7  85.  82.  -32.4
  167.000   305.8   319.0   255.7  84.  80.   -8.7
  167.042   383.8   399.3   313.6  82.  79.     .9
  167.083   485.0   495.0   389.3  80.  79.   25.2
  167.250   574.0   581.9   446.9  78.  77.   41.8
  167.292   601.1   603.6   462.8  77.  77.   46.6
  167.333   674.8   668.3   506.6  75.  76.   65.3
  167.500   663.4   659.3   499.1  75.  76.   64.3
  167.542   556.0   556.7   426.6  77.  77.   42.4
  167.583   627.8   628.0   483.5  77.  77.   61.7
  167.750   553.1   552.3   424.8  77.  77.   44.4
  167.792   512.5   507.1   388.3  76.  77.   37.1
  167.833   435.9   433.2   335.4  77.  77.   24.3
  168.000   366.4   363.2   282.9  77.  78.    8.0
  168.042   330.1   324.0   255.4  77.  79.   -7.7
  168.083   182.3   176.3   143.6  79.  81.  -30.7
  168.453   130.0   113.7   104.1  80.  92.  -30.6
  168.499    67.8    68.2    55.9  82.  82.  -41.4
  168.542    27.2    30.5    27.3 101.  90.  -64.1
  168.500    12.8    22.2    21.3 167.  96.  -68.1
  168.542    15.0    17.0    13.9  92.  81.  -40.4
  168.583    15.7    16.8    13.7  87.  81.  -20.4
  168.750    27.6    29.2    23.5  85.  80.  -18.9
  168.792    67.0    70.2    55.6  83.  79.  -14.4
  168.833   128.7   134.4   106.1  82.  79.   -8.2
  169.000   201.5   210.6   166.3  83.  79.  -12.4
  169.042   269.1   279.5   218.7  81.  78.   -4.8
  169.083   437.6   447.1   347.1  79.  78.   23.3
  169.250   489.7   499.2   386.8  79.  77.   23.0
  169.292   502.5   507.7   393.7  78.  78.   28.1
  169.333   663.5   667.2   512.7  77.  77.   65.5
  169.500   690.6   692.3   530.3  77.  77.   72.8
  169.542   708.8   710.2   539.0  76.  76.   71.6
  169.583   711.4   707.8   534.6  75.  76.   60.8
  169.750   642.6   633.2   474.1  74.  75.   11.5
  169.792   602.1   586.2   438.8  73.  75.   40.8
  169.833   509.3   496.3   375.7  74.  76.   29.8
  170.000   421.6   410.7   317.0  75.  77.    9.2
  170.042   323.8   314.6   248.4  77.  79.  -13.5
  170.083   232.9   224.5   181.0  78.  81.  -32.2
  170.470   155.0    72.6   120.1  77. 165.  -46.8
  170.516    93.0    86.8    72.3  78.  83.  -64.0
  170.559    41.5    43.2    40.7  98.  94.  -73.7
  170.500    11.7    25.3    25.6 219. 101.  -76.1
  170.542    14.4    22.1    22.3 155. 101.  -72.1
  170.583    31.0    32.2    31.2 101.  97.  -75.0
  170.750    60.1    63.5    54.7  91.  86.  -72.7
  170.792   114.9   121.1    96.5  84.  80.  -59.8
  170.833   180.5   190.2   153.3  85.  81.  -40.4
  171.000   262.3   276.7   220.6  84.  80.  -23.2
  171.042   354.9   371.9   292.3  82.  79.   -7.9
  171.083   445.1   457.2   359.3  81.  79.   15.9
  171.250   541.3   549.9   422.5  78.  77.   33.0
  171.292   606.4   608.1   466.9  77.  77.   46.3
  171.333   677.3   670.9   510.0  75.  76.   64.5
  171.500   739.7   730.4   546.0  74.  75.   85.1
  171.542   690.1   681.0   503.5  73.  74.   78.2
  171.583   687.9   676.4   498.7  72.  74.   85.1
  171.750   674.0   660.3   486.0  72.  74.   84.5
  171.792   592.3   578.3   425.8  72.  74.   64.6
  171.833   507.6   496.7   368.9  73.  74.   45.7
  172.000   419.8   410.6   311.4  74.  76.   21.5
  172.042   415.5   407.9   314.4  76.  77.   23.7
  172.083   301.6   294.2   230.0  76.  78.    4.6
  172.487   144.0   120.7   113.2  79.  94.  -11.7
  172.533    51.4    53.2    42.2  82.  79.  -25.3
  172.576    31.7    35.2    28.1  88.  80.  -37.6
  172.500    20.4    26.4    21.7 106.  82.  -29.2
  172.542    14.1    16.6    14.0  99.  84.  -25.9
  172.583    20.7    22.6    17.8  86.  79.  -31.7
  172.750    37.6    40.3    31.7  84.  78.  -16.2
  172.792    52.4    55.3    43.3  83.  78.  -13.8
  172.833    81.0    84.0    66.7  82.  79.   10.2
  173.000   127.8   132.7   103.0  81.  78.   12.6
  173.042   259.2   268.5   204.1  79.  76.   27.8
  173.083   410.7   420.6   317.0  77.  75.   29.2
  173.250   541.3   548.8   408.1  75.  74.   39.5
  173.292   623.3   622.8   463.3  74.  74.   50.6
  173.333   688.1   679.6   503.3  73.  74.   61.9
  173.500   625.8   622.0   463.1  74.  74.   57.5
  173.542   760.3   753.9   556.1  73.  74.   98.6
  173.583   716.5   703.0   512.9  72.  73.  104.1
  173.750   667.7   653.6   479.0  72.  73.   97.5
  173.792   598.3   583.8   431.1  72.  74.   76.0
  173.833   470.8   460.8   344.8  73.  75.   41.9
  174.000   313.9   307.7   236.2  75.  77.    3.8
  174.042   343.0   336.2   259.1  76.  77.    5.4
  174.083   252.4   247.3   193.2  77.  78.   -6.5
  174.503   161.3    87.5   121.7  75. 139.  -33.1
  174.550    30.3    31.3    25.7  85.  82.  -63.2
  174.592    12.8    14.3    11.9  93.  83.  -66.5
  174.500     8.8    10.3     8.5  96.  82.  -70.4
  174.542    10.1    11.8     9.6  95.  82.  -71.1
  174.583    33.9    35.5    31.5  93.  89.  -72.9
  174.750    58.5    61.8    50.2  86.  81.  -69.2
  174.792   114.4   120.3    92.0  80.  77.  -56.5
  174.833   180.1   189.4   147.1  82.  78.  -37.8
  175.000   266.2   280.2   216.0  81.  77.  -19.0
  175.042   358.7   375.0   285.9  80.  76.   -2.4
  175.083   454.9   468.2   355.7  78.  76.   19.5
  175.250   548.6   555.9   417.2  76.  75.   36.3
  175.292   588.9   589.9   445.9  76.  76.   43.0
  175.333   685.1   681.0   515.0  75.  76.   61.0
  175.500   713.0   704.6   522.5  73.  74.   68.9
  175.542   739.6   726.9   533.8  72.  73.   82.7
  175.583   699.0   685.7   505.0  72.  74.   85.1
  175.750   672.3   657.9   485.5  72.  74.   86.6
  175.792   609.3   594.4   439.4  72.  74.   68.1
  175.833   426.6   420.9   318.1  75.  76.   29.4
  176.000   246.8   251.5   196.9  80.  78.    6.8
  176.042   124.3   128.7   103.3  83.  80.   -7.8
  176.083    88.0    91.0    72.0  82.  79.  -10.3
  176.520    64.4    67.0    53.4  83.  80.   -7.8
  176.567    29.2    30.5    24.8  85.  81.   -3.8
  176.609     9.6    10.2     8.8  92.  86.   -1.3
  176.500    11.1    11.8     9.6  87.  82.  -10.4
  176.542     7.8     8.6     7.0  90.  82.  -38.0
  176.583    32.6    34.8    27.2  84.  78.  -27.8
  176.750    40.7    42.6    33.4  82.  78.   -9.5
  176.792    33.3    34.9    28.1  84.  80.   -7.0
  176.833    77.6    80.7    63.6  82.  79.   -5.9
  177.000   117.6   121.8    99.1  84.  81.     .6
  177.042   217.9   224.5   185.0  85.  82.    7.2
  177.083   333.7   342.3   278.6  83.  81.   10.9
  177.250   420.7   431.2   349.7  83.  81.    5.7
  177.292   451.2   461.6   378.7  84.  82.   16.1
  177.333   639.8   646.0   522.0  82.  81.   35.3
  177.500   499.5   509.1   411.5  82.  81.   24.3
  177.542   625.7   631.6   505.8  81.  80.   33.4
  177.583   763.5   759.2   595.7  78.  78.   40.2
  177.750   531.5   538.1   436.3  82.  81.   29.4
  177.792   642.1   637.4   504.1  78.  79.   38.1
  177.833   512.5   510.2   405.4  79.  79.   25.8
  178.000   464.6   458.9   364.8  79.  79.   25.4
  178.042   230.2   230.4   186.8  81.  81.    9.4
  178.083   119.2   117.1    98.4  83.  84.  -15.7
  178.537   101.7    73.1    83.1  82. 114.  -39.7
  178.584    60.5    61.8    51.6  85.  83.  -40.2
  178.626    21.6    23.0    19.2  89.  83.  -26.7
  178.500    20.6    29.2    25.7 125.  88.  -52.3
  178.542    24.6    27.6    22.7  92.  82.  -47.1
  178.583    17.7    19.4    16.5  93.  85.  -50.4
  178.750    27.6    30.0    24.8  90.  83.  -59.1
  178.792    62.1    65.4    53.1  85.  81.  -34.8
  178.833    86.7    90.5    73.7  85.  81.   -5.0
  179.000   128.2   132.9   108.7  85.  82.    2.9
  179.042   193.4   199.5   163.4  85.  82.   10.2
  179.083   275.8   283.3   227.9  83.  80.   17.0
  179.250   351.0   359.8   288.4  82.  80.   34.5
  179.292   388.9   398.1   316.4  81.  79.   41.1
  179.333   417.3   422.1   310.1  74.  73.   39.3
  179.500   525.7   529.5   372.1  71.  70.   54.2
  179.542   522.7   524.7   378.3  72.  72.   57.4
  179.583   335.4   341.8   265.1  79.  78.   33.3
  179.750   352.3   360.4   275.7  78.  76.   45.8
  179.792   308.3   316.0   244.3  79.  77.   38.4
  179.833   394.7   397.5   300.9  76.  76.   60.0
  180.000   204.8   208.9   162.3  79.  78.   19.8
  180.042   321.8   314.5   235.9  73.  75.   13.8
  180.083   255.8   249.7   190.6  74.  76.    4.1
  180.553    66.0    67.0    54.0  82.  81.   -9.4
  180.601   120.1   119.2    89.6  75.  75.  -17.8
  180.643    51.4    52.1    39.9  78.  77.   -7.0
  180.500    23.9    24.9    20.2  85.  81.    -.7
  180.542    14.7    15.5    13.2  90.  86.   -1.3
  180.583    11.0    11.6    10.3  94.  88.   -2.2
  180.750    27.5    28.8    25.7  94.  89.   -1.5
  180.792    72.5    75.3    67.6  93.  90.    -.9
  180.833   117.2   121.3   105.8  90.  87.   -5.2
  181.000   165.8   171.0   144.8  87.  85.   -1.4
  181.042   244.1   251.1   206.0  84.  82.    5.7
  181.083   385.6   395.2   316.6  82.  80.   19.9
  181.250   543.7   554.9   438.9  81.  79.   23.6
  181.292   414.8   424.5   363.1  88.  86.    3.8
  181.333   556.3   568.2   480.2  86.  85.   12.4
  181.500   558.9   570.4   489.1  88.  86.    7.3
  181.542   572.4   584.6   505.6  88.  86.    1.8
  181.583   501.1   512.5   438.4  87.  86.    4.7
  181.750   476.6   486.9   424.5  89.  87.   -1.1
  181.792   408.7   418.1   363.9  89.  87.   -1.8
  181.833   373.2   381.4   326.4  87.  86.    2.8
  182.000   303.1   308.8   262.8  87.  85.    5.3
  182.042   235.1   239.3   206.2  88.  86.    4.1
  182.083   146.6   151.2   130.7  89.  86.    1.6
  182.570    94.6    97.6    84.7  90.  87.   -4.5
  182.618    55.4    57.3    49.9  90.  87.   -7.0
  182.660    39.4    41.2    35.7  91.  87.   -6.6
  182.500    18.2    19.3    16.8  92.  87.   -8.3
  182.542    25.2    26.7    23.0  91.  86.   -8.8
  182.583    25.1    26.4    23.2  92.  88.   -1.6
  182.750    36.8    38.8    34.2  93.  88.   -3.6
  182.792    53.2    56.3    49.5  93.  88.  -16.9
  182.833   120.0   125.2   109.5  91.  88.   -4.1
  183.000   172.2   179.8   155.7  90.  87.  -15.8
  183.042   321.5   332.5   286.8  89.  86.  -22.2
  183.083   434.5   443.9   385.5  89.  87.  -20.5
  183.250   451.7   458.7   398.8  88.  87.  -27.3
  183.292   625.8   628.1   545.6  87.  87.  -50.8
  183.333   674.9   668.4   584.4  87.  87.  -55.2
  183.500   723.4   713.5   622.0  86.  87.  -43.2
  183.542   745.2   732.0   633.8  85.  87.  -33.2
  183.583   737.5   721.9   624.3  85.  86.  -13.5
  183.750   677.9   663.8   574.2  85.  86.   -1.1
  183.792   581.0   568.9   495.2  85.  87.   -3.2
  183.833   491.7   482.9   422.0  86.  87.  -14.6
  184.000   400.0   394.8   348.7  87.  88.  -20.4
  184.042   245.6   242.1   217.9  89.  90.  -28.4
  184.083   150.9   151.3   138.0  91.  91.  -23.5
  184.587    93.5    93.8    86.4  92.  92.  -29.8
  184.635    50.6    52.6    47.9  95.  91.  -31.6
  184.677    25.9    28.0    25.2  97.  90.  -37.1
  184.500    13.1    13.9    12.5  95.  90.  -16.5
  184.542    14.9    15.8    14.1  94.  89.  -13.3
  184.583    20.2    21.3    19.1  94.  90.   -3.7
  184.750    37.5    39.2    34.8  93.  89.    1.5
  184.792    61.8    64.3    57.0  92.  89.    2.4
  184.833    89.5    92.9    82.4  92.  89.     .2
  185.000    96.8   100.6    89.2  92.  89.   -3.1
  185.042   285.6   296.6   256.3  90.  86.  -18.0
  185.083   454.9   466.0   402.1  88.  86.  -63.4
  185.250   554.0   560.9   479.1  86.  85.  -66.6
  185.292   633.4   632.7   546.4  86.  86.  -56.4
  185.333   694.8   685.3   593.6  85.  87.  -46.3
  185.500   732.2   720.8   617.7  84.  86.  -34.8
  185.542   742.3   729.7   622.1  84.  85.  -17.1
  185.583   724.0   709.1   604.2  83.  85.    1.9
  185.750   681.7   667.7   568.8  83.  85.   12.2
